Date,Department,Ma_nhom_NSP1,NSP1_Name,NSP2_Name,NSP1_Code,NSP2_Code,Deliver
2021-08-03,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,905279600.0
2021-10-14,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,12793200.0
2022-05-18,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,7140000.0
2023-03-03,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,189412500.0
2021-01-11,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,1276955776.0
2021-11-30,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,24396000.0
2022-05-24,BH2,L5,5- SP IOT,IoT,A005,B013,869000.0
2023-06-01,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,291800.0
2022-05-14,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,26819166.67
2021-04-01,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,340320.0
2021-06-19,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,686095715.0
2022-03-16,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,450000.0
2024-12-20,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,223803356.0
2023-08-28,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,341667.0
2022-10-24,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1934141643.0
2022-06-16,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,235742700.0
2021-09-04,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,26570000.0
2021-02-01,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,32157000.0
2021-12-28,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,7636500.0
2023-05-17,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1175927.272
2024-07-15,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,208960348.0
2022-09-26,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,762964.0
2024-08-13,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,19719000.0
2022-12-20,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,715527384.3
2022-10-20,BH2,L5,5- SP IOT,IoT,A005,B013,1260000.0
2022-05-21,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,54440000.0
2022-11-14,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,2840290000.0
2025-02-12,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,346559142.0
2021-01-07,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,338524200.0
2023-02-07,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,234925396.0
2021-12-15,BH1,L5,5- SP IOT,IoT,A005,B013,97000.0
2022-04-13,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3007085900.0
2025-01-06,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,51081840.0
2022-07-31,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,156474800.0
2021-05-12,BH2,L5,5- SP IOT,IoT,A005,B013,3016000.0
2021-11-06,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,104793790.0
2023-09-21,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2127937478.0
2024-03-09,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,2816000.0
2024-05-16,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3533583434.0
2021-03-22,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,2104000.0
2020-12-29,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,11310000.0
2024-03-13,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,193641200.0
2021-11-08,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,802323616.0
2021-03-30,PXK,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2563085741.0
2021-02-23,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,4656000.0
2024-02-26,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,120285000.0
2023-11-01,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,2052000.0
2024-03-22,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,9556332.0
2023-09-28,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,5700000.0
2024-02-22,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,21670210.0
2024-11-29,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,543049920.0
2021-06-09,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,231908576.0
2024-05-10,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,3904500.0
2022-01-09,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,1540000.0
2022-10-25,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,1242426600.0
2021-08-28,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,582143200.0
2021-11-08,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,5820000.0
2021-02-05,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,138646540.0
2024-08-26,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,96522000.0
2021-10-16,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,279539600.0
2022-11-23,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,1024000.0
2023-03-31,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,988789188.0
2024-03-29,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,341400550.0
2022-03-01,BH1,L5,5- SP IOT,IoT,A005,B013,1982000.0
2021-01-25,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,50963400.0
2022-06-08,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,364156796.0
2021-08-20,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,73240750.0
2021-08-11,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,26093000.0
2021-02-04,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1405040.0
2023-07-07,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,262525170.0
2023-03-07,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,15341000.0
2025-01-20,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,473336791.0
2021-07-28,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,35497000.0
2024-07-29,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1578000.0
2023-12-14,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,126900.0
2024-09-14,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1614996.0
2023-02-04,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,4691360.0
2024-02-21,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,504412415.2
2024-01-20,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,35700800.0
2021-02-02,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,5008618184.0
2022-04-16,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,267122162.0
2024-07-08,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,7920000.0
2022-09-20,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,28094578.0
2024-01-10,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,146533466.0
2024-06-30,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,305575659.0
2021-08-08,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,307113600.0
2023-07-05,PXK,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1416863284.0
2021-01-29,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,79791400.0
2024-01-30,PXK,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,4007645376.0
2024-05-16,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,11825400.0
2023-12-24,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,58422000.0
2023-11-21,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,14344000.0
2023-01-04,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1471400.0
2024-03-09,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,144007600.0
2024-02-26,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1843859519.0
2021-12-09,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,249657840.0
2022-07-22,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,279431300.0
2021-09-18,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,31881700.0
2020-10-22,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,299353970.0
2022-07-22,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,35502000.0
2023-12-30,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,7305805678.0
2022-03-10,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,7458800.0
2022-02-19,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1175000.0
2021-01-11,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,494034504.0
2021-05-08,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,66087900.0
2024-12-13,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,2450919342.0
2022-02-25,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,3752867548.0
2024-04-16,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,88241933.63
2022-03-17,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,41059462.96
2024-02-15,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,443594554.0
2021-08-06,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,10256400.0
2022-10-07,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,4724708399.0
2023-09-11,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,6779676.0
2023-10-13,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,174567363.2
2023-04-21,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,156627000.0
2024-03-17,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,285184800.0
2024-12-04,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1797219420.0
2022-07-01,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,4930178789.0
2022-11-13,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,209282680.0
2024-01-10,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,1110000.0
2022-09-14,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1013941056.0
2021-04-12,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,2152600.0
2024-10-18,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,66159600.0
2023-06-03,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,18941540.0
2023-10-16,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,49050400.0
2023-10-16,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,424161936.0
2025-01-01,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,54301115.41
2020-10-27,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,16525400.0
2024-04-02,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,3680800.0
2023-03-18,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,2701545.46
2021-11-12,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,760000.0
2022-08-26,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,4350600.0
2024-12-18,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,176727276.0
2022-10-31,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,172707900.0
2024-07-18,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,43703900.0
2022-09-09,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,19703600.0
2023-06-24,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,23562100.0
2021-09-03,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,5760000.0
2020-06-27,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,23918500.0
2024-06-05,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,42275600.0
2021-03-02,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,491072100.0
2024-01-18,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,65430400.0
2023-08-17,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2604630254.0
2022-04-15,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,16575000.0
2023-02-03,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,542593.0
2024-11-27,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,187748400.0
2023-10-07,BH1,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,2676000.0
2021-03-15,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,76285500.0
2023-04-04,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,0.0
2021-10-19,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,459158200.0
2025-01-20,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,789708500.0
2021-09-18,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,152909100.0
2023-11-24,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,111935200.0
2022-04-02,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,325708220.0
2024-11-30,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,7571871944.0
2024-11-19,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,9491000.0
2021-08-18,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3318943655.0
2022-12-25,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,374913460.0
2024-10-30,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,146285531.0
2023-04-25,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,4148627687.0
2022-09-18,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,7388880.0
2024-06-26,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,688662732.0
2024-03-08,BH1,L5,5- SP IOT,IoT,A005,B013,4536900.0
2023-08-19,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,2533500.0
2020-10-26,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,81522300.0
2024-08-23,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1690717900.0
2023-12-25,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,422732280.0
2023-07-06,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,69475696.0
2025-01-24,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,82072400.0
2024-10-02,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,694390300.0
2022-12-15,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,4358884.0
2020-11-11,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,505139930.0
2021-04-02,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,5194162266.0
2023-07-27,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,10333624000.0
2022-12-31,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1319933700.0
2021-06-17,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,5693406620.0
2022-03-17,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,5505000.0
2021-09-08,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,43789516.0
2021-03-16,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,6480000.0
2025-02-26,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,14758024.0
2024-05-23,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,4640000.0
2022-03-12,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,92271777.76
2021-04-13,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,402590100.0
2024-06-11,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,7343900.0
2022-06-13,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,17290200.0
2024-12-18,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,362086500.0
2024-05-14,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,41738500.0
2021-08-30,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,248300603.0
2024-02-02,BH1,L5,5- SP IOT,IoT,A005,B013,8906693.5
2023-08-23,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,27054000.0
2023-06-12,BH1,L5,5- SP IOT,IoT,A005,B013,49592000.0
2021-08-31,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,87797540.0
2021-01-25,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,241550760.0
2023-11-17,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,74209608.0
2022-05-09,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,31500600.0
2022-06-11,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,624588250.0
2023-05-31,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,5040000.0
2022-11-19,BH2,L4,4- SP LOCAL,Local,A004,B019,3350000.0
2021-02-23,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,943719520.0
2023-08-09,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,996726521.1
2021-01-23,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,88421880.0
2022-11-21,PXK,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,1908270000.0
2024-11-16,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,67700000.0
2024-09-25,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,25388200.0
2023-12-04,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,95086955.0
2020-08-31,PXK,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,120889760.0
2023-05-13,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,154746000.0
2020-08-03,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,37401360.0
2024-10-09,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,280130200.0
2024-04-08,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,7040000.0
2022-12-08,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,4098317526.0
2022-05-30,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1147042600.0
2022-05-18,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,227042000.0
2020-07-18,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,43725000.0
2023-01-09,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,12529200.0
2022-03-16,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,4960000.0
2024-10-16,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,3018571649.0
2023-10-27,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,798000.0
2024-10-18,BH2,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,915200000.0
2024-12-03,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,1873189900.0
2024-12-16,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,21042000.0
2024-12-17,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,120426000.0
2025-01-22,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,193373232.0
2020-11-21,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,32505600.0
2022-09-26,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,57950518.52
2022-01-14,BH2,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,135000000.0
2024-10-08,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,2124600.0
2024-07-25,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,75597900.0
2021-12-21,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,21933116.0
2024-12-24,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,15739640.0
2020-09-18,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,1149000.0
2024-03-06,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,349692680.0
2024-01-11,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,1777953570.0
2024-07-31,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,121933300.0
2025-01-19,BH2,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,231939200.0
2022-07-02,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,47250000.0
2022-04-17,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2109555500.0
2022-03-15,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,5632056.0
2020-06-28,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,242191400.0
2023-04-25,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,33355700.0
2022-07-23,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,4383894268.0
2022-03-03,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,2125000.0
2021-03-09,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,475389420.0
2022-09-07,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,8964000.0
2024-12-08,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,328572000.0
2021-11-20,BH2,L5,5- SP IOT,IoT,A005,B013,2585000.0
2022-10-08,BH2,L4,4- SP LOCAL,Local,A004,B019,16900000.0
2022-04-01,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,7100000.0
2021-01-22,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,713305740.0
2023-12-31,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,34332800.0
2021-06-03,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,35826000.0
2022-01-08,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,1408409400.0
2022-08-31,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,280940334.0
2022-11-17,PXK,L5,5- SP IOT,IoT,A005,B013,15388200.0
2022-03-04,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,2666175700.0
2022-06-21,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,35782800.0
2022-11-11,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,22441515.0
2020-10-17,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,41886000.0
2022-10-22,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,283333.33
2021-03-27,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,1248943286.0
2021-06-28,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,31499000.0
2024-08-13,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,44816800.0
2024-11-18,PXK,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,1016960141.0
2024-09-23,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,15556900.0
2023-03-30,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,1737500.0
2021-08-09,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,525982000.0
2023-05-25,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,5701000.0
2021-06-28,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,5054681700.0
2024-04-17,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,6448000.0
2024-06-22,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,168191200.0
2021-03-13,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,178214400.0
2023-10-18,BH1,L5,5- SP IOT,IoT,A005,B013,75604200.0
2023-11-18,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,273731368.0
2022-07-26,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,39629500.0
2022-04-16,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,18925200.0
2021-02-25,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,291560660.0
2024-07-20,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,3978400.0
2024-01-30,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,3785000.0
2022-10-14,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,2387258162.0
2023-06-08,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,100198300.0
2025-02-20,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,1858000.0
2022-09-28,BH1,L1,1- SP Công nghệ nền,SP Khác,A001,B003,6509577.778
2023-12-18,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,6799900.0
2021-03-14,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,1596000.0
2023-05-15,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,105840000.0
2024-09-09,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,130035500.0
2022-03-22,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,167755100.0
2023-04-17,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,941487400.0
2024-04-13,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,215178666.7
2024-06-08,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,335126362.0
