Date,Department,Ma_nhom_NSP1,NSP1_Name,NSP2_Name,NSP1_Code,NSP2_Code,Deliver,Deliver_Plan,Plan_Type,Created_At
12/13/2023,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,538379452,,,18:22.0
10/21/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1589762100,,,18:22.0
3/8/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,3252500,,,18:22.0
9/17/2020,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,309806300,,,18:22.0
3/27/2024,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,4420600,,,18:22.0
1/14/2025,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,2948062900,,,18:22.0
3/31/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,87709500,,,18:22.0
12/19/2023,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,31184200,,,18:22.0
6/1/2022,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1433876356,,,18:22.0
6/16/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,178151400,,,18:22.0
3/21/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1001696520,,,18:22.0
8/30/2024,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,13632375,,,18:22.0
10/24/2022,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,219870100,,,18:22.0
11/22/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,6184200,,,18:22.0
10/13/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,67354800,,,18:22.0
4/28/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,61164000,,,18:22.0
3/17/2023,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,864830326,,,18:22.0
5/19/2023,BH2,L5,5- SP IOT,IoT,A005,B013,21130800,,,18:22.0
12/26/2020,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,56310600,,,18:22.0
11/21/2020,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,11310000,,,18:22.0
12/8/2023,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,722446460,,,18:22.0
3/20/2021,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,308400,,,18:22.0
8/13/2024,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,39765400,,,18:22.0
1/2/2024,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,141600,,,18:22.0
11/23/2022,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,96161082,,,18:22.0
2/17/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,3250000,,,18:22.0
11/12/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,6741500,,,18:22.0
11/19/2022,BH2,L5,5- SP IOT,IoT,A005,B013,69072074,,,18:22.0
2/9/2023,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,487211364,,,18:22.0
11/13/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,21772800,,,18:22.0
7/23/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,2276407,,,18:22.0
4/6/2022,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,218955600,,,18:22.0
11/24/2020,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,2770000,,,18:22.0
2/17/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,7969000,,,18:22.0
11/20/2020,BH1,L5,5- SP IOT,IoT,A005,B013,29506875,,,18:22.0
9/15/2023,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,901952185,,,18:22.0
10/18/2023,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,13985200,,,18:22.0
5/17/2024,PXK,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2467444,,,18:22.0
2/13/2023,BH2,L5,5- SP IOT,IoT,A005,B013,1679637,,,18:22.0
9/9/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,214070060,,,18:22.0
7/14/2022,BH2,L6,6- KD DV & Tr?i nghi?m KH,KD DV & Tr?i nghi?m KH,A006,B017,6600000,,,18:22.0
10/30/2021,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,1421475000,,,18:22.0
12/20/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,57528200,,,18:22.0
6/29/2021,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,52557400,,,18:22.0
3/2/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,1222776700,,,18:22.0
6/23/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,8167334,,,18:22.0
3/5/2023,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,6426000,,,18:22.0
7/21/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,27652000,,,18:22.0
4/20/2023,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,1140000,,,18:22.0
11/29/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,29932830,,,18:22.0
2/22/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,42698000,,,18:22.0
1/6/2025,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,1103313120,,,18:22.0
1/25/2024,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,85607800,,,18:22.0
6/22/2020,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,86850000,,,18:22.0
2/9/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,1080000,,,18:22.0
11/19/2020,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,50337400,,,18:22.0
1/6/2025,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,75881370,,,18:22.0
8/9/2024,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,18683300,,,18:22.0
2/3/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,16753200,,,18:22.0
5/11/2023,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,2467500,,,18:22.0
5/16/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,11104000,,,18:22.0
10/19/2023,BH1,L5,5- SP IOT,IoT,A005,B013,10475000,,,18:22.0
10/20/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,202128200,,,18:22.0
8/9/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,31514000,,,18:22.0
1/22/2025,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,58980600,,,18:22.0
12/7/2022,BH1,L5,5- SP IOT,IoT,A005,B013,37575762.06,,,18:22.0
1/26/2022,BH2,L5,5- SP IOT,IoT,A005,B013,778000,,,18:22.0
12/7/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,392174714.8,,,18:22.0
4/13/2023,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,220000,,,18:22.0
6/20/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,12516500,,,18:22.0
10/15/2020,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,150099440,,,18:22.0
11/22/2021,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,6186348,,,18:22.0
5/11/2022,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,1388000,,,18:22.0
9/6/2021,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,21000000,,,18:22.0
3/9/2024,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,342408127.3,,,18:22.0
9/8/2023,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,303912252,,,18:22.0
10/1/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,2597824511,,,18:22.0
5/29/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1992500,,,18:22.0
8/24/2022,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,63745200,,,18:22.0
7/22/2020,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,247799540,,,18:22.0
2/4/2021,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,66880000,,,18:22.0
10/22/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,54052600,,,18:22.0
4/21/2022,PXK,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,1944998560,,,18:22.0
1/11/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,19050000,,,18:22.0
8/25/2021,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,997200,,,18:22.0
6/10/2021,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,133976500,,,18:22.0
6/8/2024,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,5319642180,,,18:22.0
11/28/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,30997255,,,18:22.0
6/12/2020,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,1420900,,,18:22.0
10/27/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,57650800,,,18:22.0
8/6/2024,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,1652510780,,,18:22.0
1/25/2025,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,11261250,,,18:22.0
4/6/2024,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,21198000,,,18:22.0
1/10/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,569345540,,,18:22.0
7/5/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,25273500,,,18:22.0
10/27/2023,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,30896400,,,18:22.0
1/19/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,17472300,,,18:22.0
3/9/2023,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,20474800,,,18:22.0
5/26/2021,BH1,L5,5- SP IOT,IoT,A005,B013,1276163,,,18:22.0
11/11/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,8678700,,,18:22.0
10/26/2020,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,358598720,,,18:22.0
6/7/2022,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,805289300,,,18:22.0
4/20/2022,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,236300300,,,18:22.0
6/18/2021,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,8372050,,,18:22.0
7/25/2024,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,299494322.3,,,18:22.0
1/26/2022,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,637200,,,18:22.0
11/18/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,6905254094,,,18:22.0
7/24/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,246749368,,,18:22.0
12/28/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,277423500,,,18:22.0
8/24/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,2970000,,,18:22.0
8/13/2022,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,11637200,,,18:22.0
9/10/2024,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,139000,,,18:22.0
6/6/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,9088000,,,18:22.0
10/25/2023,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,91156300,,,18:22.0
6/12/2024,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,409096911,,,18:22.0
2/24/2023,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,111248000,,,18:22.0
5/31/2021,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,308594500,,,18:22.0
8/8/2021,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,0,,,18:22.0
5/7/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,16315000,,,18:22.0
6/2/2020,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,8218000,,,18:22.0
2/12/2025,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,855494733.6,,,18:22.0
7/17/2024,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,570000,,,18:22.0
6/13/2022,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,272325600,,,18:22.0
4/14/2022,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1257500,,,18:22.0
6/4/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,59825600,,,18:22.0
9/19/2021,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,197018720,,,18:22.0
9/28/2020,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,137244580,,,18:22.0
6/5/2021,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,960700,,,18:22.0
5/18/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,5138055467,,,18:22.0
9/9/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,187955800,,,18:22.0
12/19/2024,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,60412800,,,18:22.0
9/20/2024,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,10535000,,,18:22.0
6/23/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,746800,,,18:22.0
5/18/2024,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,1575756400,,,18:22.0
2/23/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,1066500,,,18:22.0
3/15/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,8700000,,,18:22.0
7/12/2023,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,88414200,,,18:22.0
12/3/2024,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,362265055,,,18:22.0
2/21/2025,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,146104500,,,18:22.0
8/31/2023,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,425534184,,,18:22.0
1/8/2024,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,2263785950,,,18:22.0
9/11/2023,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,359154730.4,,,18:22.0
7/1/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,36400000,,,18:22.0
6/28/2022,BH2,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,694000,,,18:22.0
9/19/2021,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,2004000,,,18:22.0
10/15/2021,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,256308248,,,18:22.0
9/21/2022,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,18969200,,,18:22.0
9/11/2020,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,14387000,,,18:22.0
9/28/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,100333290.9,,,18:22.0
6/2/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,184848133,,,18:22.0
4/17/2024,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,46898710.73,,,18:22.0
12/13/2022,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,922642045,,,18:22.0
10/28/2020,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,696993200,,,18:22.0
7/31/2022,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,57616500,,,18:22.0
12/9/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,30384514,,,18:22.0
5/24/2024,BH2,L5,5- SP IOT,IoT,A005,B013,20722639,,,18:22.0
12/13/2023,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,316040288,,,18:22.0
6/14/2023,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,255470172,,,18:22.0
5/3/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,19900000,,,18:22.0
11/7/2022,BH1,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,4171579290,,,18:22.0
3/19/2023,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,7040000,,,18:22.0
4/20/2021,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,440396700,,,18:22.0
12/5/2024,BH1,L3,3- SP SMART,S?n ph?m n?n t?ng,A003,B018,72750000,,,18:22.0
12/25/2021,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,933022480,,,18:22.0
5/26/2023,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,67323598,,,18:22.0
10/8/2022,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,916668,,,18:22.0
10/12/2022,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,8625000,,,18:22.0
3/6/2024,BH2,L5,5- SP IOT,IoT,A005,B013,1750000,,,18:22.0
4/8/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,81237000,,,18:22.0
6/7/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,693000,,,18:22.0
10/6/2020,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,5395000,,,18:22.0
10/16/2023,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,35600800,,,18:22.0
12/24/2020,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,775802880,,,18:22.0
1/23/2024,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,464407600,,,18:22.0
12/2/2020,BH2,L3,3- SP SMART,S?n ph?m LED Smart,A003,B006,3685440,,,18:22.0
10/5/2021,BH2,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,4925028300,,,18:22.0
7/30/2024,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,70400,,,18:22.0
8/22/2024,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,44783600,,,18:22.0
9/20/2022,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,347095720,,,18:22.0
8/15/2021,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,502032960,,,18:22.0
7/3/2021,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,80780000,,,18:22.0
9/29/2024,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,14775000,,,18:22.0
11/9/2023,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,5989200,,,18:22.0
12/18/2021,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,31749600,,,18:22.0
2/27/2024,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,197000,,,18:22.0
1/10/2023,BH2,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,5916600,,,18:22.0
1/22/2025,BH2,L6,6- KD DV & Tr?i nghi?m KH,KD DV & Tr?i nghi?m KH,A006,B017,1160250,,,18:22.0
5/4/2024,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,28027000,,,18:22.0
4/24/2024,BH1,L5,5- SP IOT,IoT,A005,B013,251273365.7,,,18:22.0
9/18/2023,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,37068000,,,18:22.0
4/2/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,24400000,,,18:22.0
12/12/2020,BH2,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,3880000,,,18:22.0
9/6/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,12192440,,,18:22.0
12/22/2020,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,2450000,,,18:22.0
3/30/2024,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,6263100,,,18:22.0
12/22/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,384333400,,,18:22.0
2/19/2025,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,1240000,,,18:22.0
5/25/2023,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,2895265916,,,18:22.0
5/6/2021,PXK,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,750951801.6,,,18:22.0
6/28/2022,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,4607597228,,,18:22.0
11/10/2020,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,66307200,,,18:22.0
7/8/2021,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,263427660,,,18:22.0
4/14/2021,BH1,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,110099900,,,18:22.0
5/27/2023,BH2,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,158959500,,,18:22.0
2/25/2025,BH2,L5,5- SP IOT,IoT,A005,B013,45064629,,,18:22.0
10/7/2022,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,13747000,,,18:22.0
12/29/2024,BH2,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,82618600,,,18:22.0
11/17/2021,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,1620000,,,18:22.0
5/29/2024,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,8060500,,,18:22.0
10/31/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,1146271232,,,18:22.0
5/20/2021,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,112346600,,,18:22.0
9/26/2023,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,166344200,,,18:22.0
4/22/2024,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,217289680,,,18:22.0
12/3/2021,BH1,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,386036500,,,18:22.0
10/10/2024,BH1,L2,2- SP Ch?t l??ng cao,Phích th? hi?n nhi?t ??,A002,B010,683334,,,18:22.0
4/27/2021,BH2,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,12687400,,,18:22.0
8/16/2022,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,25011000,,,18:22.0
9/23/2020,BH1,L1,1- SP Công ngh? n?n,Phích ph? thông,A001,B009,821141019,,,18:22.0
1/6/2022,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,60560400,,,18:22.0
11/29/2024,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,2765000,,,18:22.0
2/24/2021,BH2,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,464081064,,,18:22.0
6/3/2023,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,377667415,,,18:22.0
7/21/2020,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,7365900,,,18:22.0
7/30/2022,BH1,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,250176000,,,18:22.0
9/30/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,54518800,,,18:22.0
10/4/2021,PXK,L2,2- SP Ch?t l??ng cao,SP LED G20,A002,B016,2954152436,,,18:22.0
6/17/2024,PXK,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,98346300,,,18:22.0
8/15/2022,BH2,L2,2- SP Ch?t l??ng cao,?èn LED tiên ti?n,A002,B004,384120894,,,18:22.0
12/5/2023,BH1,L1,1- SP Công ngh? n?n,Ballat ?èn Hu?nh quang,A001,B014,7136000,,,18:22.0
10/23/2023,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,17132100,,,18:22.0
2/12/2025,BH1,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,10573200,,,18:22.0
11/29/2020,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,5103000,,,18:22.0
12/2/2023,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,1920000,,,18:22.0
8/31/2021,BH2,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,54998500,,,18:22.0
10/17/2020,BH1,L3,3- SP SMART,Thi?t b? ?i?u khi?n,A003,B015,1944000,,,18:22.0
12/13/2022,BH2,L3,3- SP SMART,Thi?t b? ?i?n thông minh,A003,B020,5478148,,,18:22.0
5/24/2022,BH1,L1,1- SP Công ngh? n?n,SP Khác,A001,B003,1462333.327,,,18:22.0
2/24/2021,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,5616000,,,18:22.0
12/4/2020,BH1,L1,1- SP Công ngh? n?n,Ru?t phích,A001,B011,99871800,,,18:22.0
12/3/2022,BH1,L1,1- SP Công ngh? n?n,Phích cao c?p,A001,B008,198899918,,,18:22.0
1/23/2025,BH2,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,32715400,,,18:22.0
10/16/2023,BH1,L1,1- SP Công ngh? n?n,Máng ?èn,A001,B007,70370311.12,,,18:22.0
6/29/2021,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,5899047655,,,18:22.0
8/19/2024,BH2,L3,3- SP SMART,S?n ph?m n?n t?ng,A003,B018,44916000,,,18:22.0
8/1/2022,BH2,L1,1- SP Công ngh? n?n,Thi?t b? ?i?n,A001,B005,48500000,,,18:22.0
10/3/2022,BH1,L1,1- SP Công ngh? n?n,"Chao, choá",A001,B012,1092600,,,18:22.0
2/10/2025,BH1,L1,1- SP Công ngh? n?n,S?n ph?m LED n?n,A001,B001,4581156720,,,18:22.0
8/19/2024,BH2,L2,2- SP Ch?t l??ng cao,S?n ph?m CTDA,A002,B002,1612500,,,18:22.0
